Settlement Date,Spot Price ($/MWh),Scheduled Demand (MW),Scheduled Generation (MW),Semi Scheduled Generation (MW),Net Import (MW),Type
01-09-2021 10:10,0.34793,6435.36,4390.94425,1449.24575,-574.99,ACTUAL
01-09-2021 10:15,0.45993,6391.15,4325.9059,1436.1941,-604.54,ACTUAL
01-09-2021 10:20,16.89947,6355.07,4302.36035,1429.52965,-600.58,ACTUAL
01-09-2021 10:25,18.49028,6392.08,4349.80009,1418.64991,-598.65,ACTUAL
01-09-2021 10:30,-1.99415,6257.76,4241.40121,1405.52879,-584.94,ACTUAL
01-09-2021 10:35,0.00011,6215.27,4225.37765,1409.49235,-558.55,ACTUAL
01-09-2021 10:40,0.01,6253.58,4332.5968,1417.9932,-484.64,ACTUAL
01-09-2021 10:45,0.00013,6188.83,4269.87147,1419.30853,-482.06,ACTUAL
01-09-2021 10:50,0.02157,6221.76,4303.05018,1420.00982,-480.41,ACTUAL
01-09-2021 10:55,0.00013,6119.42,4218.71734,1410.39266,-471.83,ACTUAL
01-09-2021 11:00,0.00001,6103.38,4181.69017,1418.40983,-484.37,ACTUAL
01-09-2021 11:05,0.00006,6107.83,4083.01022,1410.24978,-590.57,ACTUAL
01-09-2021 11:10,0.0224,6074.6,4050.77156,1410.72844,-590.56,ACTUAL
01-09-2021 11:15,-28.96318,5997.57,4011.18731,1393.10269,-564.97,ACTUAL
01-09-2021 11:20,0.00013,6003.71,4001.3867,1403.3733,-576.4,ACTUAL
01-09-2021 11:25,-20.20938,5979.55,3954.13743,1396.49257,-598.83,ACTUAL
01-09-2021 11:30,-8.84604,5969,3932.00447,1364.41553,-640.78,ACTUAL
01-09-2021 11:35,0.00005,5973.96,3913.35461,1367.38539,-664.35,ACTUAL
01-09-2021 11:40,-17.13979,5898.43,3926.40799,1374.41201,-570.46,ACTUAL
01-09-2021 11:45,-1.99832,5904.43,3973.8506,1349.7794,-551.9,ACTUAL
01-09-2021 11:50,-7.1003,5925.03,3925.55271,1340.43729,-624.97,ACTUAL
01-09-2021 11:55,-1.98578,5958.03,3989.48268,1337.08732,-598.24,ACTUAL
01-09-2021 12:00,-24.91492,5927.5,3925.62698,1304.45302,-663.27,ACTUAL
01-09-2021 12:05,-10.86989,5924.64,3956.93836,1320.48164,-613.15,ACTUAL
01-09-2021 12:10,9.45153,5899.99,3954.761,1380.809,-536.3,ACTUAL
01-09-2021 12:15,-10.52626,5892.59,3890.86187,1351.74813,-616.48,ACTUAL
01-09-2021 12:20,-31.40232,5830.98,3872.9979,1329.1121,-594.07,ACTUAL
01-09-2021 12:25,-9.84477,5860.31,3868.79652,1309.44348,-645.32,ACTUAL
01-09-2021 12:30,-7.43932,5834.86,3903.22894,1343.84106,-558.44,ACTUAL
01-09-2021 12:35,-9.03275,5853.01,3839.272,1368.928,-612.74,ACTUAL
01-09-2021 12:40,-2.02322,5897.06,3759.22147,1389.83853,-711.23,ACTUAL
01-09-2021 12:45,0.00008,5874.81,3769.0096,1370.0804,-699.39,ACTUAL
01-09-2021 12:50,-8.88473,5875.13,3820.34937,1380.53063,-644.64,ACTUAL
01-09-2021 12:55,-20.18669,5856.5,3801.42911,1350.97089,-673.08,ACTUAL
01-09-2021 13:00,-26.58424,5859.11,3789.86,1341.1,-695.82,ACTUAL
01-09-2021 13:05,-24.69,5853.79,3835.72772,1365.57228,-618.93,ACTUAL
01-09-2021 13:10,-7.61555,5872.08,3858.00299,1348.64701,-628.99,ACTUAL
01-09-2021 13:15,-7.34847,5842.6,3838.00415,1360.39585,-608.19,ACTUAL
01-09-2021 13:20,-1.03925,5923.5,3871.00843,1380.78157,-634.02,ACTUAL
01-09-2021 13:25,-7.63397,5901.47,3914.00394,1398.89606,-550.69,ACTUAL
01-09-2021 13:30,-2.59992,5902.02,3974.81968,1402.67032,-491.75,ACTUAL
01-09-2021 13:35,-1.96286,5945.77,3911.58773,1416.24227,-582.57,ACTUAL
01-09-2021 13:40,-1.03014,5939.8,3942.2965,1420.1735,-543.74,ACTUAL
01-09-2021 13:45,0.00013,5991.96,3958.02907,1421.86093,-586.32,ACTUAL
01-09-2021 13:50,11.60006,6022.55,3996.70242,1448.34758,-548.79,ACTUAL
01-09-2021 13:55,0.42003,5957.62,3987.27732,1436.74268,-507.5,ACTUAL
01-09-2021 14:00,6.97785,6055.95,4021.22209,1448.15791,-558.84,ACTUAL
01-09-2021 14:05,15.64222,6008.04,4063.64902,1429.03098,-487.66,ACTUAL
01-09-2021 14:10,32.0201,6038.52,4000.85876,1418.94124,-590.85,ACTUAL
01-09-2021 14:15,25.70308,6057.14,4002.52241,1424.02759,-603.76,ACTUAL
01-09-2021 14:20,32.3701,6038.31,4009.9361,1421.4139,-581.78,ACTUAL
01-09-2021 14:25,0.69214,6028.24,3997.58498,1419.52502,-585.96,ACTUAL
01-09-2021 14:30,28.23747,6133.57,4031.00071,1421.52929,-656.14,ACTUAL
01-09-2021 14:35,26.46732,6119.53,4031.00283,1429.72717,-634.24,ACTUAL
01-09-2021 14:40,11.75881,6074.98,4053.99648,1429.24352,-568.8,ACTUAL
01-09-2021 14:45,13.57256,6197.73,4064.25292,1418.43708,-691.1,ACTUAL
01-09-2021 14:50,32.83887,6169.22,4173.76072,1415.98928,-556.51,ACTUAL
01-09-2021 14:55,43.5902,6259.71,4248.69621,1398.84379,-590.62,ACTUAL
01-09-2021 15:00,43.5902,6313.72,4306.2232,1404.5068,-581.26,ACTUAL
01-09-2021 15:05,40.44267,6272.91,4353.16387,1391.33613,-506.69,ACTUAL
01-09-2021 15:10,40.65251,6342.87,4385.058,1387.622,-549.2,ACTUAL
01-09-2021 15:15,40.93655,6397.96,4413.53579,1409.67421,-555.77,ACTUAL
01-09-2021 15:20,50.21685,6463.96,4585.57966,1397.66034,-462,ACTUAL
01-09-2021 15:25,55,6511.26,4729.09863,1372.35137,-391.06,ACTUAL
01-09-2021 15:30,54.43001,6536.74,4798.0334,1381.5266,-337.35,ACTUAL
01-09-2021 15:35,0.00023,6517.87,4646.17688,1366.03312,-492.2,ACTUAL
01-09-2021 15:40,35.59001,6631.78,4673.57553,1350.51447,-591.48,ACTUAL
01-09-2021 15:45,50.36569,6670.68,4825.19325,1328.80675,-501.24,ACTUAL
01-09-2021 15:50,43.5903,6743.37,4863.53971,1337.58029,-527.34,ACTUAL
01-09-2021 15:55,55,6795.41,5026.53751,1310.63249,-444.44,ACTUAL
01-09-2021 16:00,55,6874.81,5179.18505,1306.31495,-374.67,ACTUAL
01-09-2021 16:05,43.5903,6938.18,5231.00709,1263.16291,-430.59,ACTUAL
01-09-2021 16:10,50.2789,7083.98,5330.03694,1231.61306,-509.26,ACTUAL
01-09-2021 16:15,43.5903,7056.76,5363.85591,1235.84409,-445.04,ACTUAL
01-09-2021 16:20,54.99985,7077.76,5478.8812,1199.8088,-386.71,ACTUAL
01-09-2021 16:25,55,7173.35,5567.0889,1161.1711,-432.72,ACTUAL
01-09-2021 16:30,88.5,7330.02,5857.19141,1117.36859,-341.58,ACTUAL
01-09-2021 16:35,53.91021,7377.14,5867.99975,1092.99025,-402.52,ACTUAL
01-09-2021 16:40,55,7403.59,5992.848,1024.602,-370.2,ACTUAL
01-09-2021 16:45,55,7458.14,6108.08779,1018.27221,-316.38,ACTUAL
01-09-2021 16:50,61,7632.55,6353.10065,953.77935,-313.52,ACTUAL
01-09-2021 16:55,61,7657.55,6671.09695,941.81305,-45.63,ACTUAL
01-09-2021 17:00,61,7765.93,6791.47203,876.58797,-98.31,ACTUAL
01-09-2021 17:05,31.0761,7814.08,6843.14601,797.84399,-170.9,ACTUAL
01-09-2021 17:10,55,7849.04,6904.12135,689.22865,-251.67,ACTUAL
01-09-2021 17:15,32.45371,7991.64,6932.26865,597.67135,-443.67,ACTUAL
01-09-2021 17:20,55,8088.08,7022.46926,532.87074,-512.74,ACTUAL
01-09-2021 17:25,96.58355,8215.89,7184.17259,460.26741,-550.63,ACTUAL
01-09-2021 17:30,95.60283,8227.65,7315.28335,416.18665,-480.09,ACTUAL
01-09-2021 17:35,55,8325.99,7278.38872,374.07128,-651.38,ACTUAL
01-09-2021 17:40,55.38073,8426.16,7397.5346,348.4454,-654.09,ACTUAL
01-09-2021 17:45,55,8550.54,7511.32367,344.46633,-668.32,ACTUAL
01-09-2021 17:50,76.89,8655.25,7599.28595,333.72405,-698.01,ACTUAL
01-09-2021 17:55,99.77284,8780.7,7683.53355,322.66645,-737.81,ACTUAL
01-09-2021 18:00,98.86135,8888.84,7761.73738,322.35262,-778.7,ACTUAL
01-09-2021 18:05,68,8922.26,7751.16801,326.78199,-803.53,ACTUAL
01-09-2021 18:10,71.7301,9000.33,7823.17836,329.78164,-807.33,ACTUAL
01-09-2021 18:15,100.55137,9094.16,7887.06029,341.62971,-828.24,ACTUAL
01-09-2021 18:20,98.65701,9074.59,7919.54675,350.48325,-778.04,ACTUAL
01-09-2021 18:25,95.66678,9099.27,7950.86479,339.33521,-790.29,ACTUAL
01-09-2021 18:30,97.53833,9104.78,7990.01689,334.49311,-758.56,ACTUAL
01-09-2021 18:35,76.89,9018.92,7981.32506,342.01494,-675.25,ACTUAL
01-09-2021 18:40,75.00005,9056.73,7984.16643,356.54357,-691.64,ACTUAL
01-09-2021 18:45,65.81243,9068.71,7895.9061,374.6139,-769.66,ACTUAL
01-09-2021 18:50,47.79685,9003.31,7774.85436,386.34564,-805.01,ACTUAL
01-09-2021 18:55,10.62854,8880.6,7677.7483,386.5417,-776.66,ACTUAL
01-09-2021 19:00,15.51153,8876.78,7556.43743,408.53257,-861.6,ACTUAL
01-09-2021 19:05,35.59,8787.11,7485.86237,432.75763,-823.17,ACTUAL
01-09-2021 19:10,45.08989,8770.89,7372.4412,456.4388,-890.73,ACTUAL
01-09-2021 19:15,50.54918,8657.8,7351.87456,476.70544,-801.39,ACTUAL
01-09-2021 19:20,61,8671.03,7521.37329,513.15671,-623.91,ACTUAL
01-09-2021 19:25,54.9998,8674.24,7516.67914,581.15086,-567.51,ACTUAL
01-09-2021 19:30,46.6894,8610.94,7434.5694,637.6306,-529.75,ACTUAL
01-09-2021 19:35,61,8594.54,7543.13819,635.22181,-404.73,ACTUAL
01-09-2021 19:40,61,8595.73,7515.92472,634.49528,-434.56,ACTUAL
01-09-2021 19:45,59.37622,8593.84,7389.32728,664.30272,-530.3,ACTUAL
01-09-2021 19:50,55,8486.33,7358.74045,684.31955,-432.11,ACTUAL
01-09-2021 19:55,55,8546.38,7341.86936,687.06064,-508.29,ACTUAL
01-09-2021 20:00,48.56775,8398.54,7291.72806,692.54194,-402.51,ACTUAL
01-09-2021 20:05,56.78,8351.97,7208.36913,705.58087,-425.8,ACTUAL
01-09-2021 20:10,61,8359.47,7282.66946,721.42054,-346.12,ACTUAL
01-09-2021 20:15,27.9998,8127.25,7036.01777,733.35223,-347.83,ACTUAL
01-09-2021 20:20,39.44261,8093.25,6905.43405,732.63595,-442.4,ACTUAL
01-09-2021 20:25,55,7995.62,6891.87115,745.07885,-342.69,ACTUAL
01-09-2021 20:30,44.20574,7924.43,6796.5228,750.3572,-361.71,ACTUAL
01-09-2021 20:35,57.91274,8034.96,6805.51241,772.22759,-442.79,ACTUAL
01-09-2021 20:40,55,7922.15,6693.22932,776.04068,-442.76,ACTUAL
01-09-2021 20:45,59.96,7888.63,6727.21304,785.73696,-364.55,ACTUAL
01-09-2021 20:50,55,7929.04,6676.91687,795.83313,-445.28,ACTUAL
01-09-2021 20:55,50.94,7875.13,6576.39316,805.57684,-482.02,ACTUAL
01-09-2021 21:00,56.25681,7962.56,6683.59773,807.21227,-460.11,ACTUAL
01-09-2021 21:05,43.59015,7997.28,6631.08577,823.77423,-529.49,ACTUAL
01-09-2021 21:10,55,8023.69,6691.3428,835.3372,-486.58,ACTUAL
01-09-2021 21:15,52.15819,8012.89,6636.9414,845.7086,-519.7,ACTUAL
01-09-2021 21:20,53.84412,8011.21,6582.17927,842.19073,-575.63,ACTUAL
01-09-2021 21:25,50.94869,7999.1,6516.35779,862.58221,-608.63,ACTUAL
01-09-2021 21:30,41.96,7949.97,6456.9001,877.2299,-604.47,ACTUAL
01-09-2021 21:35,59.96,7944.96,6374.18693,894.77307,-664.71,ACTUAL
01-09-2021 21:40,55,7940.42,6335.87731,896.25269,-695.79,ACTUAL
01-09-2021 21:45,55,7917.52,6302.74933,912.65067,-689.37,ACTUAL
01-09-2021 21:50,51.35695,7849.43,6244.50291,903.37709,-687.32,ACTUAL
01-09-2021 21:55,39.65159,7764.56,6159.88469,900.52531,-689.11,ACTUAL
01-09-2021 22:00,40.69951,7713.22,6113.99094,915.10906,-668.14,ACTUAL
01-09-2021 22:05,56.81,7843.47,6187.12618,920.88382,-719.64,ACTUAL
01-09-2021 22:10,55,7843.86,6253.66037,911.37963,-664.42,ACTUAL
01-09-2021 22:15,55,7884.35,6187.39729,920.80271,-759.9,ACTUAL
01-09-2021 22:20,55,7889.21,6207.88309,914.07691,-751.42,ACTUAL
01-09-2021 22:25,55,7853.74,6179.06332,910.81668,-749.48,ACTUAL
01-09-2021 22:30,52.2499,7797.81,6116.11469,901.27531,-765.25,ACTUAL
01-09-2021 22:35,61.61783,7740.26,6137.17353,902.02647,-687.17,ACTUAL
01-09-2021 22:40,60.03028,7746.74,6142.24434,905.82566,-683.87,ACTUAL
01-09-2021 22:45,61.26226,7705.59,6156.06841,896.36159,-638.96,ACTUAL
01-09-2021 22:50,55,7704.52,6113.74257,894.65743,-681.76,ACTUAL
01-09-2021 22:55,55,7678.03,6067.90158,892.86842,-702.26,ACTUAL
01-09-2021 23:00,55,7607.7,6029.37565,888.26435,-675,ACTUAL
01-09-2021 23:05,62.70997,7758.67,6106.03485,900.15515,-737.52,ACTUAL
01-09-2021 23:10,55,7664.04,6078.0988,909.4212,-663.56,ACTUAL
01-09-2021 23:15,61.46082,7611.48,6143.63549,900.76451,-558.16,ACTUAL
01-09-2021 23:20,55,7583.05,6140.33487,909.54513,-523.75,ACTUAL
01-09-2021 23:25,55,7651.08,6113.77169,924.35831,-603.09,ACTUAL
01-09-2021 23:30,52.60202,7594.67,6046.47045,934.05955,-604.86,ACTUAL
01-09-2021 23:35,60.67985,7641.78,6103.13648,931.27352,-599.09,ACTUAL
01-09-2021 23:40,55,7614.84,6111.36802,933.48198,-562.81,ACTUAL
01-09-2021 23:45,52.6907,7618.17,6063.32882,942.06118,-604.44,ACTUAL
01-09-2021 23:50,55,7599.25,6028.97793,942.17207,-619.08,ACTUAL
01-09-2021 23:55,55,7529.89,5986.99313,949.17687,-584.71,ACTUAL
02-09-2021 00:00,52.77377,7556.56,5936.02372,948.10628,-661.46,ACTUAL
02-09-2021 00:05,66.03,7573.77,6038.67392,949.19608,-576.83,ACTUAL
02-09-2021 00:10,66.03,7553.66,6006.27009,939.49991,-596.65,ACTUAL
02-09-2021 00:15,55,7596.13,6117.25847,937.59153,-530.43,ACTUAL
02-09-2021 00:20,55,7557.72,6189.50998,929.29002,-428.33,ACTUAL
02-09-2021 00:25,43.59035,7467.73,6033.56452,937.80548,-484.26,ACTUAL
02-09-2021 00:30,44.86103,7411.69,6044.849,949.601,-405.2,ACTUAL
02-09-2021 00:35,54.99985,7518.49,6047.22496,959.39504,-499.43,ACTUAL
02-09-2021 00:40,50.20636,7399.27,6008.40002,960.43998,-417.36,ACTUAL
02-09-2021 00:45,43.59035,7386.73,5951.88331,969.15669,-452.47,ACTUAL
02-09-2021 00:50,43.59035,7358.32,5915.00704,963.05296,-466.77,ACTUAL
02-09-2021 00:55,50.96002,7405.97,5932.74683,962.47317,-497.85,ACTUAL
02-09-2021 01:00,51.27616,7396.63,5912.34857,981.35143,-490.69,ACTUAL
02-09-2021 01:05,51.30481,7353.72,5818.89787,972.51213,-548.15,ACTUAL
02-09-2021 01:10,55,7296.24,5766.70618,962.72382,-552.47,ACTUAL
02-09-2021 01:15,61.33593,7306.66,5750.347,953.793,-587.04,ACTUAL
02-09-2021 01:20,55,7208.81,5652.74339,952.72661,-587.95,ACTUAL
02-09-2021 01:25,60.03,7209.85,5620.22298,943.95702,-629.95,ACTUAL
02-09-2021 01:30,62.22566,7226.04,5588.46174,952.43826,-668.39,ACTUAL
02-09-2021 01:35,55.00015,7153.6,5546.76137,951.69863,-638.36,ACTUAL
02-09-2021 01:40,54.99985,7186.06,5560.70327,953.67673,-653.93,ACTUAL
02-09-2021 01:45,52.77579,7098.27,5434.12969,959.88031,-686.23,ACTUAL
02-09-2021 01:50,52.80862,7041.4,5347.51786,965.35214,-709.97,ACTUAL
02-09-2021 01:55,52.42026,6893.89,5247.82344,967.64656,-659.97,ACTUAL
02-09-2021 02:00,43.59014,6832.19,5234.57182,951.29818,-627.81,ACTUAL
02-09-2021 02:05,54.99005,6872.38,5226.45278,952.61722,-674.59,ACTUAL
02-09-2021 02:10,54.99,6797.65,5139.51138,947.88862,-691.06,ACTUAL
02-09-2021 02:15,52.79388,6746.86,5055.69851,957.83149,-713.31,ACTUAL
02-09-2021 02:20,54.99,6688.38,5021.73142,953.80858,-693.04,ACTUAL
02-09-2021 02:25,54.99,6715.98,4988.59252,955.59748,-750.56,ACTUAL
02-09-2021 02:30,54.99017,6676.05,5041.58204,951.42796,-663.58,ACTUAL
02-09-2021 02:35,53.04908,6661,4976.54577,932.68423,-731.21,ACTUAL
02-09-2021 02:40,43.59014,6629.03,4958.95607,936.30393,-712.83,ACTUAL
02-09-2021 02:45,43.58,6574.25,4908.88575,955.46425,-690.05,ACTUAL
02-09-2021 02:50,43.59014,6537.32,4881.93382,953.61618,-682.73,ACTUAL
02-09-2021 02:55,30.70969,6345.89,4701.13718,949.04282,-676.72,ACTUAL
02-09-2021 03:00,41.85467,6263.33,4673.72999,944.51001,-627.55,ACTUAL
02-09-2021 03:05,42.18087,6261.42,4605.23227,948.45773,-688.88,ACTUAL
02-09-2021 03:10,43.57993,6166.11,4586.07961,932.48039,-629.11,ACTUAL
02-09-2021 03:15,41.01014,6130.72,4559.50376,931.81624,-621.98,ACTUAL
02-09-2021 03:20,41.01014,6135.17,4556.69259,926.85741,-633.45,ACTUAL
02-09-2021 03:25,43.58,6120.69,4567.57342,922.34658,-612.86,ACTUAL
02-09-2021 03:30,41.87582,6130.94,4561.99567,918.73433,-632.07,ACTUAL
02-09-2021 03:35,43.58013,6207.46,4633.39636,919.68364,-636.92,ACTUAL
02-09-2021 03:40,43.58,6229.79,4636.24419,909.87581,-665.18,ACTUAL
02-09-2021 03:45,43.58,6249.92,4588.16055,937.17945,-704.9,ACTUAL
02-09-2021 03:50,43.59014,6319.99,4662.1582,946.2218,-691.93,ACTUAL
02-09-2021 03:55,43.58013,6319.63,4664.06195,945.65805,-690.19,ACTUAL
02-09-2021 04:00,43.58006,6319.79,4683.12154,965.31846,-652.86,ACTUAL
02-09-2021 04:05,43.57993,6355.74,4740.65283,971.48717,-625.5,ACTUAL
02-09-2021 04:10,43.57993,6380.49,4756.17857,970.10143,-635.14,ACTUAL
02-09-2021 04:15,43.58,6405.99,4843.6945,969.2655,-574.08,ACTUAL
02-09-2021 04:20,42.35,6347.47,4790.96098,970.98902,-566.83,ACTUAL
02-09-2021 04:25,43.58,6357.56,4859.59825,951.40175,-526.98,ACTUAL
02-09-2021 04:30,43.57986,6345.53,4856.67098,956.38902,-513.19,ACTUAL
02-09-2021 04:35,43.58,6356.01,4860.65953,941.25047,-535.63,ACTUAL
02-09-2021 04:40,43.58006,6413.59,4951.77676,941.75324,-500.76,ACTUAL
02-09-2021 04:45,43.59,6403.07,5029.36333,941.09667,-413.7,ACTUAL
02-09-2021 04:50,43.5802,6424.76,5042.30819,933.99181,-428.91,ACTUAL
02-09-2021 04:55,43.59,6481.7,5157.83301,926.99699,-375.83,ACTUAL
02-09-2021 05:00,43.59,6554.96,5207.15566,899.33434,-428.71,ACTUAL
02-09-2021 05:05,49.20671,6511.19,5260.45754,895.93246,-334.68,ACTUAL
02-09-2021 05:10,51.98875,6593.8,5325.2305,901.0095,-347.6,ACTUAL
02-09-2021 05:15,48.54411,6571,5372.86224,892.67776,-283.93,ACTUAL
02-09-2021 05:20,48.86205,6631.28,5427.96597,887.91403,-294.78,ACTUAL
02-09-2021 05:25,54.99,6718.2,5493.99407,888.15593,-317.3,ACTUAL
02-09-2021 05:30,57.17894,6701.78,5573.06122,894.11878,-213.45,ACTUAL
02-09-2021 05:35,31.83418,6754.95,5526.83913,893.07087,-317.28,ACTUAL
